name,artists,album_name,date,song_id,cover_url,playlist,position,commit_date
+57,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",+57,2024-11-08,3mg9jYNC1NihbthlglzrWP,https://i.scdn.co/image/ab67616d0000b273c665371d5e70273a44a8e301,ExitosColombia,3,2024-12-06
DEPORTIVO,"Blessd, Anuel AA, Ovy On The Drums",DEPORTIVO,2024-11-14,0fKK51bU6lcCCwdNnv64t3,https://i.scdn.co/image/ab67616d0000b2739fee5cdf2743b01c5df33122,ExitosColombia,7,2024-12-06
Cosas Pendientes,Maluma,Cosas Pendientes,2024-11-21,0iVEujJcafOBnxa654fJYu,https://i.scdn.co/image/ab67616d0000b2733e6665989eeb44e512a29571,ExitosColombia,9,2024-12-06
Khé?,"Rauw Alejandro, Romeo Santos",Cosa Nuestra,2024-11-15,1YYfyJ2yCvGFCxwjsIqEK9,https://i.scdn.co/image/ab67616d0000b273ed432d7df981360768dd5856,ExitosColombia,10,2024-12-06
Imagínate,"Danny Ocean, Kapo",Imagínate,2024-11-07,4zbEItKoaRId1vRZkoO0Uh,https://i.scdn.co/image/ab67616d0000b2737c8510f493813b5730a6f7ba,ExitosColombia,13,2024-12-06
Qué Pasaría...,"Rauw Alejandro, Bad Bunny",Cosa Nuestra,2024-11-15,0l0vcZMU7AOeQmUIREoI2U,https://i.scdn.co/image/ab67616d0000b273ed432d7df981360768dd5856,ExitosColombia,15,2024-12-06
Hasta Aquí Llegué,"Nanpa Básico, Beéle",Duelo,2024-11-07,0Qe2g06yzLBuuSvVmFiweP,https://i.scdn.co/image/ab67616d0000b27367ce9ad1f945c3f709bd48f4,ExitosColombia,16,2024-12-06
ESTOY PUTIAO,"Feid, Sky Rompiendo, Dei V",LOS 9 DE FERXXO Y SKY ROMPIENDO,2024-11-29,0lhcaiGyAkmZg5RaC99ZbH,https://i.scdn.co/image/ab67616d0000b273c099e4b6e57fe7a2304b0213,ExitosColombia,24,2024-12-06
SQ - W Sound 04,"W Sound, Ryan Castro, Ovy On The Drums",SQ (W Sound 04),2024-11-20,7zYAuEf69m4bQmJvw0MTka,https://i.scdn.co/image/ab67616d0000b2739b553dc997bb36a844a86ce9,ExitosColombia,28,2024-12-06
Mauvais garçon,Helena,Mauvais garçon,2024-11-20,32cwemsMJdzzsOYjVzfYMS,https://i.scdn.co/image/ab67616d0000b2731ad45d8cc9f48fc3c2dcae5d,GrandHit,1,2024-12-06
"Adieu, nous deux",Pierre Garnier,Chaque seconde (Edition deluxe),2024-11-22,6y8LXTxgfWkU6kGhLnK2XH,https://i.scdn.co/image/ab67616d0000b273339a041f7ee99bcd94e99c74,GrandHit,2,2024-12-06
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Arcane, Stromae, Pomme",Arcane League of Legends: Season 2 (Soundtrack from the Animated Series),2024-11-23,2LwsunYgfRoqyIsNtgOCQx,https://i.scdn.co/image/ab67616d0000b2734aaf2413384c1efcc38353c6,GrandHit,6,2024-12-06
La gloire de nos pères,Patrick Fiori,La gloire de nos pères,2024-11-29,4TLTVC2ptKtrlUzkBSXq0A,https://i.scdn.co/image/ab67616d0000b2736d01c44643c4469bfbe52348,GrandHit,16,2024-12-06
Comme des loups (feat. Zaoui),"Vernis Rouge, Zaoui",Comme des loups (feat. Zaoui),2024-11-08,4M5GHCgdNcIk4I2tdXhLia,https://i.scdn.co/image/ab67616d0000b273e0fc272a9a4dd06a9d8830cc,GrandHit,28,2024-12-06
Perfect Soul,Spiritbox,Perfect Soul,2024-11-17,7FjRNlmPtWb1ra46t14rUN,https://i.scdn.co/image/ab67616d0000b2733ec172b61734712f5f7c7676,RockThis,1,2024-11-29
SLEEP WHEN I'M DEAD,Jack Kays,DEADBEAT!,2024-11-22,1SgrtfTB9QmIihcmj4NRNO,https://i.scdn.co/image/ab67616d0000b2732a20e68cda9203cbf868dfc1,RockThis,2,2024-11-29
Two Faced,Linkin Park,From Zero,2024-11-15,6i5qhmmF9UNUBRyrPSGn4m,https://i.scdn.co/image/ab67616d0000b273b11a5489e8cb11dd22b930a0,RockThis,4,2024-11-29
People Watching,Sam Fender,People Watching,2024-11-15,3ZZyUf7WkhfN1JkQZZ00fI,https://i.scdn.co/image/ab67616d0000b27397fcb549b471c6d54e0b0afd,RockThis,13,2024-11-29
